year,adm_1,best
#date+year,#adm1+name,#affected+killed
2008,Northern province,3
2008,Eastern province,1
2008,Eastern province,2
2008,Northern province,2
2008,Northern province,5
2008,Northern province,3
2008,Northern province,3
2008,Northern province,3
2008,Northern province,2
2008,Northern province,2
2008,Northern province,5
2008,Northern province,5
2008,Northern province,3
2008,Northern province,2
2008,Northern province,5
2008,Northern province,4
2008,Northern province,4
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,8
2008,Northern province,6
2008,Northern province,121
2008,Northern province,4
2008,Northern province,1
2008,Northern province,0
2008,Northern province,8
2008,Northern province,3
2008,Northern province,36
2008,Northern province,14
2008,Northern province,5
2008,Northern province,7
2008,Northern province,5
2008,Northern province,1
2008,Northern province,10
2008,Northern province,3
2008,Northern province,3
2008,Western province,13
2008,Northern province,2
2008,Northern province,1
2008,Northern province,4
2008,Northern province,3
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,4
2008,Northern province,3
2008,Northern province,4
2008,Northern province,13
2008,Northern province,67
2008,Northern province,11
2008,Northern province,1
2008,Northern province,3
2008,Northern province,5
2008,Northern province,4
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,2
2008,Northern province,3
2008,Northern province,3
2008,Northern province,17
2008,Northern province,2
2008,Northern province,3
2008,Northern province,2
2008,Northern province,3
2008,Northern province,1
2008,Northern province,5
2008,Northern province,6
2008,Northern province,0
2008,Northern province,2
2008,Northern province,2
2008,North Central province,1
2008,Northern province,10
2008,Northern province,2
2008,Northern province,4
2008,Northern province,7
2008,Northern province,143
2008,Northern province,21
2008,Northern province,4
2008,Northern province,12
2008,Northern province,2
2008,Northern province,3
2008,Northern province,8
2008,Northern province,4
2008,Northern province,5
2008,Northern province,1
2008,Northern province,6
2008,Northern province,3
2008,Northern province,4
2008,Northern province,5
2008,Northern province,1
2008,Northern province,5
2008,Northern province,4
2008,Northern province,4
2008,Northern province,3
2008,Northern province,42
2008,Northern province,8
2008,Northern province,4
2008,Northern province,7
2008,North Central province,2
2008,Northern province,8
2008,Northern province,1
2008,Northern province,8
2008,Northern province,2
2008,Northern province,3
2008,Northern province,2
2008,Northern province,43
2008,Northern province,24
2008,Northern province,3
2008,Northern province,2
2008,Northern province,0
2008,Northern province,0
2008,Northern province,15
2008,Northern province,7
2008,Northern province,14
2008,Northern province,5
2008,Northern province,0
2008,Northern province,15
2008,Northern province,14
2008,Northern province,12
2008,Northern province,6
2008,Northern province,33
2008,Eastern province,11
2008,Northern province,17
2008,Northern province,10
2008,Northern province,10
2008,Northern province,10
2008,Northern province,9
2008,Northern province,4
2008,Northern province,4
2008,Northern province,5
2008,Northern province,13
2008,Northern province,14
2008,Eastern province,1
2008,Northern province,9
2008,Northern province,0
2008,Northern province,6
2008,Northern province,6
2008,Northern province,4
2008,Northern province,4
2008,Northern province,8
2008,Northern province,10
2008,Northern province,1
2008,Northern province,7
2008,Northern province,4
2008,Northern province,1
2008,Northern province,4
2008,Western province,10
2008,North Central province,4
2008,Northern province,4
2008,Northern province,1
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,4
2008,Northern province,10
2008,Northern province,2
2008,Northern province,11
2008,Northern province,1
2008,Northern province,38
2008,Northern province,26
2008,Northern province,15
2008,Northern province,2
2008,Northern province,2
2008,Northern province,2
2008,Northern province,3
2008,Northern province,3
2008,Northern province,3
2008,Northern province,25
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,7
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,2
2008,Northern province,3
2008,Northern province,4
2008,Northern province,1
2008,Northern province,3
2008,Northern province,2
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,3
2008,Northern province,2
2008,Northern province,2
2008,Northern province,1
2008,Northern province,11
2008,Northern province,1
2008,Northern province,1
2008,Northern province,1
2008,Northern province,2
2008,Northern province,2
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,1
2008,Northern province,20
2008,Northern province,3
2008,Northern province,13
2008,Northern province,5
2008,Northern province,10
2008,Northern province,3
2008,Northern province,6
2008,Northern province,4
2008,Northern province,6
2008,Northern province,7
2008,Northern province,3
2008,Northern province,3
2008,Northern province,0
2008,Northern province,3
2008,Northern province,0
2008,Northern province,3
2008,Northern province,4
2008,Northern province,5
2008,Northern province,5
2008,Northern province,4
2008,Northern province,4
2008,Northern province,3
2008,Northern province,3
2008,Northern province,4
2008,Northern province,1
2008,Northern province,3
2008,Northern province,3
2008,Northern province,39
2008,Northern province,10
2008,Northern province,13
2008,Northern province,7
2008,Northern province,8
2008,Northern province,0
2008,Northern province,7
2008,Northern province,7
2008,Northern province,0
2008,Northern province,15
2008,Northern province,11
2008,Northern province,7
2008,Northern province,13
2008,Northern province,2
2008,Northern province,2
2008,Northern province,14
2008,Northern province,3
2008,Northern province,4
2008,Northern province,4
2008,Eastern province,3
2008,Northern province,11
2008,Northern province,12
2008,Northern province,26
2008,Northern province,1
2008,Northern province,7
2008,Eastern province,2
2008,Northern province,7
2008,Northern province,8
2008,Eastern province,1
2008,Northern province,7
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,2
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,1
2008,Northern province,4
2008,Northern province,2
2008,Northern province,0
2008,Northern province,24
2008,Eastern province,2
2008,Eastern province,1
2008,Northern province,13
2008,Northern province,13
2008,Northern province,4
2008,Northern province,6
2008,Northern province,6
2008,Northern province,6
2008,Northern province,4
2008,Northern province,4
2008,Northern province,3
2008,Northern province,30
2008,Northern province,4
2008,Northern province,4
2008,Northern province,4
2008,Northern province,23
2008,Northern province,23
2008,Northern province,20
2008,Northern province,14
2008,Northern province,9
2008,Northern province,11
2008,Northern province,10
2008,Northern province,11
2008,Northern province,6
2008,Northern province,3
2008,Northern province,1
2008,Northern province,6
2008,Northern province,6
2008,Northern province,0
2008,Northern province,10
2008,Northern province,10
2008,Northern province,9
2008,Northern province,9
2008,Northern province,8
2008,Northern province,9
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,1
2008,Northern province,1
2008,Northern province,19
2008,Northern province,3
2008,Northern province,8
2008,Northern province,5
2008,Northern province,4
2008,Northern province,0
2008,Northern province,5
2008,Northern province,4
2008,Northern province,5
2008,Northern province,3
2008,Northern province,4
2008,Northern province,4
2008,Northern province,2
2008,Northern province,2
2008,Northern province,2
2008,Northern province,2
2008,Northern province,3
2008,Northern province,2
2008,Northern province,2
2008,Northern province,3
2008,Northern province,2
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,3
2008,Northern province,0
2008,Northern province,2
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,2
2008,Northern province,2
2008,Northern province,1
2008,Northern province,9
2008,Northern province,6
2008,Northern province,4
2008,Northern province,8
2008,Northern province,7
2008,Northern province,8
2008,Northern province,7
2008,Northern province,21
2008,Northern province,4
2008,Northern province,5
2008,Northern province,5
2008,Northern province,4
2008,Northern province,16
2008,Northern province,16
2008,Northern province,33
2008,Northern province,3
2008,Northern province,7
2008,Northern province,6
2008,Northern province,1
2008,Northern province,1
2008,Northern province,1
2008,Northern province,1
2008,Northern province,4
2008,Northern province,4
2008,Northern province,3
2008,Northern province,1
2008,Northern province,3
2008,Northern province,3
2008,Northern province,6
2008,Northern province,3
2008,Northern province,5
2008,Northern province,1
2008,Northern province,32
2008,Northern province,1
2008,Northern province,6
2008,Northern province,3
2008,Eastern province,2
2008,Northern province,1
2008,Northern province,3
2008,Northern province,2
2008,Northern province,1
2008,Northern province,4
2008,Northern province,5
2008,Northern province,25
2008,Northern province,4
2008,Northern province,8
2008,Northern province,1
2008,Northern province,1
2008,Northern province,3
2008,Northern province,18
2008,Northern province,42
2008,Northern province,3
2008,Northern province,12
2008,Northern province,22
2008,Northern province,29
2008,Northern province,13
2008,Northern province,4
2008,Northern province,3
2008,North Central province,4
2008,Northern province,12
2008,Northern province,4
2008,Northern province,4
2008,Northern province,0
2008,Northern province,33
2008,Northern province,13
2008,Northern province,1
2008,Northern province,11
2008,Northern province,11
2008,Northern province,6
2008,Northern province,37
2008,Northern province,25
2008,Northern province,13
2008,Northern province,11
2008,Northern province,11
2008,Northern province,12
2008,Northern province,5
2008,Northern province,5
2008,Northern province,5
2008,Northern province,5
2008,Northern province,7
2008,Northern province,1
2008,Northern province,3
2008,Northern province,1
2008,Northern province,52
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,1
2008,Northern province,2
2008,Northern province,13
2008,Northern province,3
2008,Northern province,4
2008,Northern province,11
2008,Northern province,15
2008,Northern province,27
2008,Northern province,42
2008,Northern province,8
2008,Northern province,5
2008,Northern province,4
2008,Northern province,4
2008,Northern province,4
2008,Northern province,3
2008,Northern province,2
2008,Northern province,5
2008,Northern province,3
2008,Northern province,20
2008,Northern province,3
2008,Northern province,1
2008,Northern province,1
2008,Northern province,4
2008,Northern province,5
2008,Northern province,3
2008,Northern province,27
2008,Northern province,46
2008,Northern province,15
2008,Northern province,32
2008,Northern province,5
2008,Northern province,6
2008,Northern province,5
2008,Northern province,12
2008,Northern province,12
2008,Northern province,3
2008,Northern province,12
2008,Northern province,44
2008,Northern province,2
2008,Northern province,3
2008,Northern province,3
2008,Northern province,2
2008,Northern province,10
2008,Northern province,2
2008,Northern province,4
2008,Northern province,1
2008,Northern province,1
2008,Northern province,40
2008,Northern province,6
2008,Northern province,5
2008,Northern province,6
2008,Northern province,31
2008,Northern province,5
2008,Northern province,1
2008,Northern province,2
2008,Northern province,3
2008,Northern province,4
2008,Northern province,10
2008,Northern province,3
2008,Northern province,2
2008,Northern province,7
2008,Northern province,1
2008,Northern province,3
2008,Northern province,1
2008,Northern province,6
2008,Northern province,3
2008,Northern province,1
2008,Northern province,2
2008,Northern province,2
2008,Northern province,3
2008,Northern province,23
2008,Northern province,6
2008,Northern province,6
2008,Northern province,7
2008,Northern province,6
2008,Northern province,21
2008,Northern province,12
2008,Northern province,10
2008,Northern province,22
2008,Eastern province,29
2008,Northern province,6
2008,Northern province,42
2008,Northern province,34
2008,Northern province,19
2008,Northern province,5
2008,Northern province,1
2008,North Central province,13
2008,North Central province,1
2008,Northern province,7
2008,Northern province,24
2008,Northern province,13
2008,Northern province,13
2008,Northern province,38
2008,Northern province,35
2008,Northern province,6
2008,Northern province,24
2008,Northern province,22
2008,Northern province,25
2008,Northern province,19
2008,Northern province,2
2008,Northern province,1
2008,Northern province,21
2008,Northern province,3
2008,Northern province,6
2008,Northern province,4
2008,Northern province,2
2008,Northern province,4
2008,Northern province,4
2008,Northern province,5
2008,Northern province,2
2008,Northern province,18
2008,Northern province,3
2008,Eastern province,1
2008,Northern province,10
2008,Northern province,3
2008,Northern province,1
2008,Northern province,4
2008,Northern province,6
2008,Northern province,6
2008,Northern province,1
2008,Northern province,9
2008,Northern province,7
2008,Northern province,21
2008,Northern province,24
2008,Northern province,17
2008,Northern province,33
2008,Northern province,50
2008,Northern province,0
2008,Northern province,18
2008,,25
2008,Eastern province,24
2008,Northern province,9
2008,Northern province,9
2008,Northern province,9
2008,Northern province,4
2008,Northern province,9
2008,Northern province,9
2008,Northern province,9
2008,Northern province,67
2008,Northern province,4
2008,Northern province,3
2008,Northern province,0
2008,Northern province,3
2008,Northern province,3
2008,Northern province,4
2008,Northern province,4
2008,Northern province,2
2008,Northern province,3
2008,Northern province,28
2008,Northern province,7
2008,Northern province,9
2008,Northern province,1
2008,Northern province,4
2008,Northern province,4
2008,Northern province,3
2008,Northern province,4
2008,Northern province,5
2008,Northern province,26
2008,Northern province,22
2008,Northern province,23
2008,Northern province,22
2008,Northern province,1
2008,Northern province,17
2008,Northern province,12
2008,Eastern province,2
2008,Eastern province,0
2008,Northern province,20
2008,Northern province,2
2008,Northern province,8
2008,Northern province,5
2008,Northern province,1
2008,Northern province,16
2008,Northern province,12
2008,Northern province,22
2008,Northern province,45
2008,Northern province,1
2008,Northern province,4
2008,Northern province,4
2008,Northern province,3
2008,Northern province,7
2008,Northern province,13
2008,Northern province,6
2008,Northern province,4
2008,Northern province,13
2008,Northern province,1
2008,Northern province,5
2008,Northern province,6
2008,Northern province,44
2008,Northern province,26
2008,Northern province,1
2008,Northern province,29
2008,Northern province,12
2008,Northern province,12
2008,Northern province,12
2008,Northern province,15
2008,Northern province,0
2008,Northern province,6
2008,Northern province,53
2008,Northern province,41
2008,Western province,2
2008,Northern province,10
2008,Northern province,25
2008,Northern province,3
2008,Northern province,19
2008,Northern province,19
2008,Northern province,13
2008,Northern province,16
2008,Northern province,25
2008,Northern province,57
2008,Northern province,47
2008,Northern province,6
2008,Northern province,13
2008,Eastern province,0
2008,Northern province,14
2008,Northern province,4
2008,Northern province,7
2008,Eastern province,3
2008,Eastern province,2
2008,Northern province,9
2008,Northern province,60
2008,Northern province,6
2008,Northern province,2
2008,Northern province,2
2008,Northern province,2
2008,Northern province,147
2008,Northern province,4
2008,Northern province,5
2008,Northern province,2
2008,Eastern province,0
2008,Northern province,4
2008,Northern province,1
2008,Northern province,2
2008,Northern province,1
2008,Northern province,3
2008,Northern province,1
2008,Northern province,11
2008,Northern province,5
2008,Northern province,47
2008,Northern province,4
2008,Northern province,1
2008,Northern province,73
2008,Northern province,72
2008,Northern province,5
2008,Northern province,5
2008,Northern province,5
2008,,20
2008,Northern province,14
2008,Northern province,66
2008,Northern province,12
2008,Northern province,8
2008,Northern province,18
2008,Northern province,1
2008,Northern province,40
2008,Northern province,0
2008,Northern province,0
2008,Western province,9
2008,Northern province,4
2008,Northern province,12
2009,Northern province,17
2009,Northern province,4
2009,Western province,4
2009,Northern province,1
2009,Northern province,1
2009,Northern province,53
2009,Northern province,7
2009,Northern province,3
2009,Northern province,40
2009,Northern province,7
2009,Northern province,5
2009,Northern province,7
2009,Northern province,1
2009,Northern province,3
2009,Eastern province,7
2009,Northern province,11
2009,Northern province,24
2009,Northern province,4
2009,Northern province,7
2009,Northern province,18
2009,Northern province,19
2009,Northern province,3
2009,Northern province,4
2009,Northern province,1
2009,Northern province,1
2009,Northern province,5
2009,Northern province,28
2009,Northern province,5
2009,Northern province,30
2009,Northern province,77
2009,Northern province,2
2009,Northern province,5
2009,Northern province,18
2009,Northern province,40
2009,Northern province,35
2009,Northern province,21
2009,Eastern province,4
2009,Northern province,16
2009,Northern province,20
2009,Northern province,4
2009,Northern province,4
2009,Northern province,20
2009,Northern province,20
2009,Northern province,5
2009,Northern province,5
2009,Northern province,46
2009,Eastern province,2
2009,Northern province,40
2009,Northern province,1
2009,Northern province,2
2009,Northern province,1
2009,Northern province,1
2009,Eastern province,3
2009,Northern province,11
2009,Northern province,9
2009,Northern province,19
2009,Northern province,270
2009,Northern province,25
2009,Northern province,1
2009,Northern province,12
2009,Northern province,102
2009,Northern province,16
2009,Northern province,21
2009,Northern province,50
2009,Northern province,47
2009,Northern province,5
2009,Northern province,19
2009,Northern province,15
2009,Northern province,28
2009,Northern province,2
2009,Northern province,56
2009,Northern province,27
2009,Northern province,11
2009,Northern province,8
2009,Northern province,100
2009,Northern province,16
2009,Northern province,9
2009,Northern province,9
2009,Northern province,20
2009,Northern province,200
2009,Northern province,32
2009,Northern province,1
2009,Northern province,3
2009,Northern province,3
2009,Northern province,52
2009,Northern province,18
2009,Northern province,1
2009,Northern province,8
2009,Northern province,6
2009,Northern province,8
2009,Northern province,8
2009,Northern province,8
2009,Northern province,59
2009,Northern province,25
2009,Northern province,8
2009,Northern province,8
2009,Northern province,8
2009,Northern province,8
2009,Northern province,1
2009,Northern province,11
2009,Northern province,34
2009,Northern province,62
2009,Northern province,4
2009,Northern province,4
2009,Northern province,7
2009,Northern province,6
2009,Northern province,80
2009,Northern province,16
2009,Northern province,7
2009,Northern province,3
2009,Northern province,31
2009,Northern province,17
2009,Northern province,28
2009,Northern province,12
2009,Eastern province,2
2009,Eastern province,17
2009,Northern province,2
2009,Northern province,4
2009,Northern province,16
2009,Eastern province,12
2009,Northern province,18
2009,Northern province,14
2009,Northern province,18
2009,Northern province,62
2009,Northern province,8
2009,Northern province,9
2009,Northern province,34
2009,Northern province,10
2009,Northern province,3
2009,Northern province,3
2009,Northern province,31
2009,Northern province,25
2009,Northern province,48
2009,Northern province,50
2009,Northern province,20
2009,Northern province,36
2009,Northern province,50
2009,Northern province,223
2009,Northern province,5
2009,Northern province,36
2009,Northern province,21
2009,Northern province,4
2009,Northern province,36
2009,Northern province,3
2009,Northern province,24
2009,Northern province,12
2009,Northern province,7
2009,Northern province,4
2009,Northern province,3
2009,Northern province,3
2009,Northern province,100
2009,Western province,4
2009,Northern province,1
2009,Northern province,6
2009,Northern province,1
2009,Northern province,17
2009,Northern province,15
2009,Northern province,10
2009,Northern province,2
2009,Northern province,7
2009,Northern province,5
2009,Northern province,84
2009,Northern province,5
2009,Northern province,1
2009,Northern province,33
2009,Northern province,20
2009,Northern province,30
2009,Northern province,4
2009,Northern province,40
2009,Northern province,45
2009,Northern province,13
2009,Northern province,3
2009,Northern province,4
2009,Northern province,5
2009,Northern province,13
2009,Northern province,9
2009,Northern province,40
2009,Northern province,37
2009,Northern province,73
2009,Northern province,40
2009,Northern province,1
2009,Uva province,2
2009,Northern province,27
2009,Northern province,27
2009,Northern province,33
2009,Northern province,100
2009,Northern province,25
2009,Northern province,26
2009,Northern province,150
2009,Northern province,153
2009,Northern province,74
2009,Northern province,15
2009,Southern province,16
2009,Northern province,129
2009,Northern province,50
2009,Northern province,4
2009,Northern province,17
2009,Northern province,0
2009,Northern province,32
2009,Northern province,30
2009,Northern province,5
2009,Northern province,22
2009,Northern province,69
2009,Northern province,8
2009,Northern province,22
2009,Northern province,41
2009,Northern province,0
2009,Northern province,4
2009,Northern province,5
2009,Northern province,62
2009,Northern province,13
2009,Northern province,29
2009,Northern province,2
2009,Northern province,29
2009,Northern province,9
2009,Northern province,1
2009,Northern province,1
2009,Northern province,38
2009,Northern province,52
2009,Northern province,7
2009,Northern province,31
2009,Northern province,24
2009,Northern province,36
2009,Northern province,20
2009,Northern province,20
2009,Northern province,5
2009,Northern province,3
2009,Northern province,47
2009,Northern province,32
2009,Northern province,9
2009,Northern province,2
2009,Northern province,5
2009,Northern province,7
2009,Northern province,96
2009,Northern province,1
2009,Northern province,10
2009,Northern province,40
2009,Northern province,43
2009,Northern province,44
2009,Northern province,44
2009,Northern province,4
2009,Eastern province,1
2009,Northern province,13
2009,Northern province,13
2009,Northern province,1
2009,Northern province,61
2009,Northern province,51
2009,Northern province,46
2009,Eastern province,2
2009,Eastern province,3
2009,Northern province,13
2009,Northern province,25
2009,Northern province,34
2009,Northern province,0
2009,Northern province,19
2009,Northern province,9
2009,Northern province,0
2009,Northern province,13
2009,Northern province,65
2009,Northern province,25
2009,Northern province,250
2009,Eastern province,13
2009,Northern province,44
2009,Northern province,1
2009,Northern province,93
2009,Northern province,71
2009,Northern province,18
2009,Northern province,2
2009,Northern province,20
2009,Northern province,5
2009,Northern province,1
2009,Northern province,129
2009,Northern province,10
2009,Northern province,10
2009,Northern province,17
2009,Northern province,16
2009,Northern province,23
2009,Northern province,1
2009,Northern province,10
2009,Northern province,6
2009,Northern province,180
2009,Northern province,13
2009,Northern province,57
2009,Northern province,5
2009,Northern province,8
2009,Northern province,4
2009,Northern province,17
2009,Northern province,15
2009,Northern province,132
2009,Northern province,15
2009,Northern province,3
2009,Northern province,40
2009,Northern province,3
2009,Northern province,29
2009,Northern province,15
2009,Northern province,18
2009,Northern province,8
2009,Northern province,0
2009,Northern province,11
2009,Northern province,100
2009,Northern province,4
2009,Northern province,36
2009,Northern province,12
2009,Northern province,14
2009,Northern province,12
2009,Northern province,40
2009,Northern province,28
2009,Northern province,200
2009,Northern province,35
2009,Northern province,6
2009,Northern province,150
2009,Northern province,29
2009,Northern province,19
2009,Northern province,25
2009,Northern province,23
2009,Northern province,64
2009,Eastern province,4
2009,Northern province,3
2009,Northern province,1
2009,Northern province,3
2009,Northern province,40
2009,Northern province,4
2009,Northern province,35
2009,Northern province,13
2009,Northern province,2
2009,Northern province,1
2009,Northern province,1000
2009,Northern province,2
2009,Northern province,14
2009,Northern province,3
2009,Northern province,47
2009,Northern province,10
2009,Northern province,2
2009,Northern province,10
2009,Northern province,50
2009,Northern province,0
2009,Northern province,3
2009,Northern province,3
2009,Northern province,2
2009,Northern province,31
2009,Northern province,1
2009,Northern province,150
2009,Northern province,17
2009,Northern province,70
2009,Northern province,300
2009,Northern province,1
2009,Northern province,1
2009,Northern province,2
2009,Eastern province,3
2009,Eastern province,5
2009,Eastern province,10
2009,Eastern province,11
2009,Eastern province,2
2009,Northern province,3
2009,Northern province,1
2009,Eastern province,1
1989,North Eastern province,94
1989,North Eastern province,17
1990,,8
1989,Sabaragamuwa province,15
1989,Southern province,0
1989,North Central province,3
1989,Central province,0
1989,Uva province,21
1989,Western province,20
1990,Western province,0
1990,North Eastern province,38
1990,North Eastern province,3
1990,North Eastern province,23
1990,North Eastern province,25
1990,North Eastern province,150
1990,North Eastern province,150
1990,North Eastern province,75
1990,North Eastern province,0
1990,North Eastern province,0
1990,North Eastern province,0
1991,North Eastern province,67
1992,North Eastern province,35
1993,North Eastern province,0
1994,North Eastern province,1
1995,North Eastern province,14
1995,North Eastern province,5
1996,North Eastern province,25
1996,North Eastern province,3
1996,North Eastern province,4
1998,North Eastern province,8
1998,North Eastern province,0
2000,North Eastern province,0
2000,North Eastern province,9
2001,Sabaragamuwa province,0
2001,Central province,10
2004,Central province,3
2006,North Eastern province,5
2006,North Eastern province,0
2006,North Eastern province,0
2006,North Eastern province,1
2006,North Eastern province,0
2006,,0
2006,North Eastern province,0
2006,North Eastern province,0
2006,North Eastern province,0
2006,North Eastern province,17
2006,North Eastern province,0
2006,North Eastern province,5
2007,Eastern province,0
2007,Eastern province,0
2007,,0
2007,Northern province,0
2007,Northern province,0
2007,Northern province,0
2007,Northern province,13
2011,,1
2011,,1
2013,Western province,5
2017,,1
2019,Western province,102
2019,Western province,122
2019,Eastern province,29
2019,Western province,2
1989,,0
1989,Western province,0
1989,Southern province,0
1989,,0
1989,,0
1989,Central province,0
1989,,6
1989,Central province,1
1989,Southern province,1
1989,,0
1989,,4
1989,Western province,0
1989,Western province,2
1989,Western province,1
1989,Uva province,0
1989,,2
1989,Central province,0
1989,Western province,0
1989,Western province,0
1989,Western province,0
1989,,0
1989,North Western province,3
1989,Western province,0
1989,Western province,2
1989,Western province,2
1989,,12
1989,,0
1989,Southern province,0
1989,Southern province,0
1989,Western province,0
1989,Western province,0
1989,Western province,1
1989,,0
1989,Western province,0
1989,Uva province,0
1989,,0
1989,Southern province,0
1989,Central province,0
1989,Uva province,0
1989,Central province,13
1989,,5
1989,North Western province,0
1989,Western province,0
1989,,16
1989,North Western province,0
1989,,40
1989,Southern province,24
1989,Central province,26
1989,Southern province,3
1989,Southern province,5
1989,Southern province,75
1989,Central province,0
1989,Southern province,0
1989,North Central province,6
1989,Southern province,0
1990,Southern province,4
1990,North Central province,3
1989,North Eastern province,11
1989,North Eastern province,34
1989,North Eastern province,6
1989,North Eastern province,6
1989,North Central province,37
1989,North Eastern province,0
1989,North Eastern province,51
1989,North Eastern province,0
1989,North Eastern province,0
1990,North Eastern province,1
1990,North Eastern province,5
1990,North Eastern province,62
1990,North Eastern province,60
1990,North Eastern province,12
1990,North Central province,10
1990,North Central province,21
1990,North Eastern province,0
1990,North Eastern province,140
1990,North Eastern province,30
1990,North Eastern province,17
1990,North Eastern province,19
1990,North Eastern province,31
1990,North Eastern province,27
1990,North Eastern province,7
1990,North Eastern province,57
1990,North Eastern province,94
1990,North Eastern province,15
1990,North Eastern province,27
1990,North Eastern province,4
1990,North Eastern province,16
1990,North Eastern province,9
1990,North Eastern province,2
1990,North Eastern province,0
1990,North Eastern province,10
1990,North Eastern province,4
1990,North Eastern province,0
1990,North Eastern province,0
1990,North Eastern province,0
1990,North Central province,0
1990,North Eastern province,3
1991,North Central province,2
1991,North Eastern province,27
1991,North Eastern province,2
1991,North Eastern province,1
1991,North Eastern province,0
1991,North Eastern province,11
1991,North Eastern province,17
1991,Uva province,21
1991,North Eastern province,4
1991,North Eastern province,0
1991,North Eastern province,9
1991,North Eastern province,16
1991,North Eastern province,18
1991,North Eastern province,9
1991,North Eastern province,5
1991,North Eastern province,5
1992,North Eastern province,3
1992,North Eastern province,25
1992,Western province,10
1992,North Central province,56
1992,North Eastern province,5
1992,North Eastern province,12
1992,North Eastern province,10
1992,North Eastern province,19
1992,North Eastern province,10
1992,North Eastern province,22
1992,North Central province,48
1992,North Central province,49
1992,North Eastern province,49
1993,North Eastern province,3
1993,North Eastern province,3
1993,North Eastern province,3
1994,North Western province,3
1994,North Western province,22
1994,North Central province,0
1994,Western province,0
1995,North Eastern province,0
1995,North Eastern province,1
1995,North Eastern province,42
1995,North Eastern province,2
1995,North Eastern province,16
1995,North Central province,19
1995,North Central province,36
1995,North Eastern province,19
1995,Uva province,6
1995,North Eastern province,36
1995,Uva province,5
1995,Western province,15
1996,Western province,91
1996,North Eastern province,1
1996,North Eastern province,2
1996,North Eastern province,2
1996,North Western province,14
1996,North Eastern province,6
1996,Western province,70
1996,North Eastern province,11
1997,North Central province,0
1997,North Eastern province,1
1997,North Eastern province,0
1997,North Eastern province,5
1997,Western province,12
1997,North Eastern province,4
1998,North Eastern province,9
1998,Central province,23
1998,North Eastern province,0
1998,North Eastern province,27
1998,North Eastern province,1
1999,North Eastern province,0
1999,Western province,0
1999,Central province,1
1999,North Central province,11
1999,North Eastern province,46
1999,North Eastern province,4
1999,Uva province,0
2000,North Eastern province,1
2000,Uva province,0
2000,Western province,0
2000,Western province,0
2000,North Eastern province,20
2000,North Eastern province,4
2000,North Central province,7
2000,North Eastern province,3
2000,North Central province,0
2001,North Eastern province,4
2001,North Eastern province,0
2001,North Central province,2
2001,North Eastern province,1
2001,North Central province,1
2002,North Central province,2
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,1
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2003,North Eastern province,0
2004,North Eastern province,1
2004,North Eastern province,1
2004,North Eastern province,1
2004,North Eastern province,1
2005,North Central province,6
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Eastern province,0
2005,,0
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Eastern province,0
2005,Western province,0
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Eastern province,0
2005,North Eastern province,1
2005,North Eastern province,1
2005,North Eastern province,1
2005,Western province,0
2005,North Eastern province,1
2006,North Eastern province,1
2006,North Eastern province,6
2006,North Eastern province,1
2006,North Central province,64
2006,North Eastern province,1
2006,North Eastern province,0
2006,Western province,3
2006,North Eastern province,2
2007,Western province,0
2007,Southern province,0
2007,Eastern province,0
2007,Northern province,0
2007,Eastern province,6
2007,Northern province,0
2007,Eastern province,0
2007,North Central province,4
2007,Northern province,0
2007,Northern province,7
2007,Northern province,3
2007,North Central province,16
2007,Eastern province,0
2007,Northern province,1
2007,Eastern province,1
2007,Northern province,1
2007,Northern province,0
2007,Northern province,0
2007,Northern province,0
2007,North Central province,0
2007,Western province,0
2007,Northern province,7
2008,Uva province,6
2008,Uva province,5
